id,cidade,area,quantidade_quartos,quantidade_banheiros,quantidade_vagas,andar,permitido_animal,mobiliado,aluguel,imposto_imovel,seguro_fogo,total
6131,São Paulo,38,2,1,0,5,true,true,320000,5000,4100,386800
6132,Belo Horizonte,320,4,5,4,6,true,true,500000,94000,6700,948700
6133,São Paulo,500,3,6,0,-,true,true,640000,166700,9700,816400
6134,Rio de Janeiro,110,3,3,0,-,true,true,240000,5700,3700,269400
6135,São Paulo,300,3,3,2,-,true,true,1050000,76800,15800,1143000
6136,São Paulo,30,1,1,0,-,true,true,65000,2500,1000,68500
6137,São Paulo,58,2,2,1,12,true,true,340000,7100,4400,445700
6138,São Paulo,18,1,1,0,-,true,true,172000,0,2200,174200
6139,São Paulo,139,4,4,8,-,true,true,350000,26500,5300,381800
6140,Rio de Janeiro,210,4,5,2,2,true,true,800000,85000,10400,1125000
6141,Porto Alegre,50,2,1,1,5,true,true,118000,0,1800,138600
6142,São Paulo,70,1,1,2,9,true,true,700000,54200,8900,978100
6143,São Paulo,36,1,1,0,4,true,true,127500,0,500,145500
6144,São Paulo,48,1,1,0,-,true,true,110000,0,1400,111400
6145,Belo Horizonte,92,3,2,1,1,true,true,160000,0,2200,184200
6146,Rio de Janeiro,189,3,2,0,3,true,true,450000,45200,5800,638100
6147,Porto Alegre,38,1,1,1,9,true,true,250000,4200,3700,292900
6148,São Paulo,351,3,4,2,17,true,true,950000,119200,12100,1321000
6149,Rio de Janeiro,64,2,1,1,4,true,true,270000,12000,3500,350500
6150,São Paulo,31,1,1,1,11,true,true,240000,7500,3100,298400
6151,São Paulo,90,3,2,2,3,true,true,245000,11700,3200,369900
6152,São Paulo,40,1,1,0,6,true,true,346300,0,3200,438500
6153,São Paulo,180,3,4,4,4,true,true,1500000,141700,19100,2061000
6154,São Paulo,64,3,1,1,5,true,true,150000,5300,2000,207700
6155,São Paulo,190,3,4,3,1,true,true,550000,52500,7000,819500
6156,São Paulo,400,3,3,4,-,true,true,1400000,30000,21100,1451000
6157,Rio de Janeiro,180,4,5,3,4,true,true,1000000,72500,12900,1205000
6158,São Paulo,73,1,1,0,8,true,true,300000,5700,3900,396000
6159,São Paulo,64,2,2,2,4,true,true,260000,7500,3300,311200
6160,São Paulo,65,3,1,1,6,true,true,253000,9000,3300,311400
6161,São Paulo,400,4,5,4,7,true,true,1280000,134500,16300,1755000
6162,São Paulo,48,2,1,1,6,true,true,547000,800,7000,613000
6163,São Paulo,40,1,1,1,14,true,true,170000,2000,2200,238400
6164,Porto Alegre,61,2,1,0,3,true,true,144500,0,2200,186700
6165,Rio de Janeiro,85,2,1,0,1,true,true,170000,5800,2200,224000
6166,Belo Horizonte,235,4,3,1,-,true,true,1200000,56300,19700,1276000
6167,São Paulo,347,4,5,4,5,true,true,1200000,150000,15300,1715000
6168,Rio de Janeiro,25,1,1,0,2,true,true,54000,0,700,79700
6169,Rio de Janeiro,85,2,2,1,2,true,true,360000,36300,4700,515000
6170,São Paulo,103,3,3,2,3,true,true,650000,44800,8300,834100
6171,São Paulo,159,3,3,2,-,true,true,330000,22500,5000,357500
6172,São Paulo,42,1,1,1,9,true,true,360000,12500,4600,437100
6173,São Paulo,100,3,2,1,12,true,true,194600,0,700,265300
6174,São Paulo,111,1,2,2,9,true,true,800000,46600,10200,996800
6175,Porto Alegre,40,1,1,1,2,true,true,150000,2300,2200,184500
6176,Campinas,92,3,2,3,1,true,true,252500,0,3200,330900
6177,Rio de Janeiro,480,5,6,4,3,true,true,800000,160000,10400,1294000
6178,Belo Horizonte,55,2,2,2,3,true,true,200000,17700,2700,287400
6179,Belo Horizonte,24,1,1,1,7,true,true,120000,0,1600,137300
6180,São Paulo,50,1,1,1,-,true,true,100000,0,1600,121600
6181,Rio de Janeiro,80,2,1,0,9,true,true,160000,15800,2100,227900
6182,São Paulo,230,3,2,0,1,true,true,250000,50000,3200,303200
6183,Porto Alegre,72,2,1,0,1,true,true,120000,6700,1800,148500
6184,Porto Alegre,90,2,1,0,1,true,true,135300,7700,2000,175000
6185,Belo Horizonte,22,1,1,0,1,true,true,70000,0,1000,71000
6186,São Paulo,455,4,5,4,5,true,true,1950000,333400,24800,3158000
6187,São Paulo,140,3,2,1,6,true,true,240000,34000,3100,451100
6188,Belo Horizonte,23,1,1,1,7,true,true,130000,13200,1800,159400
6189,Porto Alegre,46,1,1,0,2,true,true,107000,5600,1600,114200
6190,Campinas,70,1,1,1,2,true,true,235000,600,3000,284600
6191,Belo Horizonte,150,5,3,0,-,true,true,325000,10000,5400,340400
6192,Campinas,55,1,1,0,5,true,true,50000,1700,700,99700
6193,São Paulo,40,1,1,0,-,true,true,204000,7000,3100,214100
6194,São Paulo,91,2,1,1,1,true,true,175000,9000,2300,247800
6195,São Paulo,140,2,1,3,-,true,true,250000,19400,3800,273200
6196,São Paulo,50,1,1,0,1,true,true,130000,0,1700,191700
6197,Campinas,52,2,1,1,7,true,true,98000,7700,1300,131800
6198,Rio de Janeiro,100,3,1,1,1,true,true,300000,25000,3900,498900
6199,São Paulo,160,4,3,3,3,true,true,700000,54200,8900,923100
6200,São Paulo,50,1,1,0,-,true,true,75000,0,1200,76200
6201,Campinas,137,3,2,1,4,true,true,180000,25000,2300,357300
6202,Porto Alegre,42,1,1,0,2,true,true,120000,2700,1800,149500
6203,São Paulo,650,3,7,2,-,true,true,990000,60000,14900,1065000
6204,Rio de Janeiro,90,3,2,0,1,true,true,200000,0,3100,203100
6205,Rio de Janeiro,30,1,1,0,9,true,true,185400,0,1100,241500
6206,São Paulo,254,4,4,3,7,true,true,678000,47800,8600,864400
6207,São Paulo,40,1,1,1,5,true,true,360000,18000,4600,452600
6208,Rio de Janeiro,130,4,2,1,2,true,true,330000,14500,4300,418800
6209,Campinas,128,3,3,2,1,true,true,265000,68200,3400,460200
6210,São Paulo,78,2,1,3,-,true,true,160000,16300,2500,178800
6211,Campinas,42,1,1,0,1,true,true,69000,1200,900,71100
6212,Campinas,140,3,3,2,8,true,true,237000,0,3100,330100
6213,São Paulo,46,1,1,0,3,true,true,160000,0,2100,172100
6214,Campinas,50,2,1,1,3,true,true,117000,0,1500,148500
6215,São Paulo,54,1,1,1,13,true,true,413000,25000,5300,591700
6216,São Paulo,40,1,1,1,13,true,true,320000,9500,4100,392000
6217,São Paulo,50,2,1,1,5,true,true,110000,0,1400,168400
6218,São Paulo,75,3,1,1,1,true,true,180000,0,2300,229800
6219,São Paulo,472,3,2,4,-,true,true,650000,65000,9800,724800
6220,Porto Alegre,360,5,3,6,-,true,true,480000,19700,8600,508300
6221,São Paulo,308,4,4,3,1,true,true,1500000,191700,19100,2189000
6222,São Paulo,50,1,1,1,8,true,true,370000,20900,4700,616000
6223,São Paulo,540,4,5,5,13,true,true,510000,223600,6500,1082000
6224,São Paulo,321,3,5,2,-,true,true,731800,107200,11100,850100
6225,São Paulo,70,3,2,1,3,true,true,129000,9200,1700,177900
6226,Campinas,130,3,2,2,4,true,true,280000,18400,3600,417000
6227,São Paulo,170,3,2,2,-,true,true,450000,26700,6800,483500
6228,São Paulo,60,2,2,1,11,true,true,550000,15000,7000,687800
6229,Rio de Janeiro,45,1,1,0,4,true,true,450000,8000,5800,508800
6230,Belo Horizonte,60,2,1,1,1,true,true,75000,7800,1000,130500
6231,São Paulo,340,5,4,2,7,true,true,1200000,100000,15300,23320000
6232,Porto Alegre,58,2,1,0,2,true,true,75000,3000,1100,109000
6233,São Paulo,195,4,3,3,7,true,true,1000000,133600,12700,1406000
6234,São Paulo,100,2,4,0,1,true,true,300000,0,3900,303900
6235,São Paulo,50,1,1,0,-,true,true,70000,6700,1100,77800
6236,Campinas,54,2,1,1,3,true,true,99900,2300,1300,132100
6237,Belo Horizonte,55,2,1,1,3,true,true,130000,8500,1800,167300
6238,São Paulo,48,1,1,2,1,true,true,355000,48600,4500,604700
6239,São Paulo,58,2,1,1,6,true,true,170000,16500,2200,273700
6240,São Paulo,200,3,4,3,19,true,true,850000,100000,3300,1178000
6241,Campinas,77,3,1,2,3,true,true,150000,4900,2000,205500
6242,Belo Horizonte,72,2,1,1,9,true,true,120000,8300,1600,172000
6243,São Paulo,50,2,1,2,8,true,true,180000,5900,2300,238600
6244,Rio de Janeiro,95,2,2,1,11,true,true,300000,2812000,3900,3218000
6245,São Paulo,130,3,2,0,1,true,true,480000,21500,6100,562600
6246,Rio de Janeiro,30,1,1,0,6,true,true,70000,0,1000,121000
6247,São Paulo,300,4,3,4,9,true,true,1500000,0,19100,1759000
6248,Rio de Janeiro,95,3,2,1,3,true,true,224500,26800,2900,354200
6249,São Paulo,80,3,1,1,1,true,true,175000,0,2300,239300
6250,São Paulo,310,3,3,2,16,true,true,1500000,84600,19100,1876000
6251,Porto Alegre,170,3,2,0,3,true,true,100000,16500,1500,293000
6252,Rio de Janeiro,46,2,1,0,9,true,true,82000,0,1100,138100
6253,Rio de Janeiro,97,3,2,0,5,true,true,273400,27000,3600,394000
6254,São Paulo,130,3,2,1,4,true,true,790000,38600,10100,952100
6255,Rio de Janeiro,30,1,1,0,2,true,true,114000,0,1500,150500
6256,São Paulo,40,1,1,1,11,true,true,260000,9600,3500,312100
6257,São Paulo,90,3,2,2,6,true,true,210000,15000,2700,316700
6258,São Paulo,89,2,2,2,8,true,true,770000,35100,9800,958900
6259,São Paulo,240,3,3,5,1,true,true,350000,0,4500,654500
6260,São Paulo,106,3,2,0,6,true,true,243000,0,3100,360000
6261,São Paulo,80,2,1,1,18,true,true,150000,16700,2000,223700
6262,São Paulo,22,1,1,1,25,true,true,220000,5500,2800,275400
6263,São Paulo,141,4,3,2,3,true,true,401000,54200,5100,610300
6264,São Paulo,340,4,6,6,-,true,true,1500000,25000,22600,1548000
6265,São Paulo,105,4,2,2,3,true,true,650000,40000,8300,864200
6266,São Paulo,70,3,1,1,2,true,true,129000,18000,1700,186700
6267,São Paulo,200,3,2,1,8,true,true,800000,4200,10200,964400
6268,Campinas,62,2,1,0,1,true,true,70900,2200,900,102000
6269,São Paulo,74,2,3,2,24,true,true,320000,4000,4100,373100
6270,Rio de Janeiro,333,5,4,3,5,true,true,700000,100000,9100,1019000
6271,São Paulo,250,4,2,5,-,true,true,400000,70100,6100,560300
6272,São Paulo,70,1,1,1,10,true,true,359000,8300,4600,418800
6273,Rio de Janeiro,120,3,2,2,1,true,true,550000,50900,7100,787000
6274,Porto Alegre,35,1,1,0,1,true,true,96000,7500,1500,115000
6275,Rio de Janeiro,67,2,1,0,4,true,true,152900,8000,1700,243600
6276,São Paulo,220,4,3,4,11,true,true,300000,100000,3900,583900
6277,Campinas,80,3,2,2,17,true,true,250000,17500,3200,326700
6278,São Paulo,57,1,1,1,5,true,true,480000,19400,6100,582400
6279,Porto Alegre,100,2,2,2,-,true,true,220000,15900,3300,251200
6280,Rio de Janeiro,60,1,1,0,5,true,true,75000,10000,1000,136000
6281,Campinas,87,3,2,1,12,true,true,145000,10000,1900,243900
6282,São Paulo,530,4,4,6,-,true,true,952000,133400,14400,1100000
6283,São Paulo,35,1,1,0,-,true,true,70000,8000,1100,79100
6284,São Paulo,140,3,2,2,-,true,true,300000,250000,4600,554600
6285,São Paulo,45,2,2,0,-,true,true,163000,8400,2500,173900
6286,São Paulo,70,1,1,1,12,true,true,350000,17100,4500,471600
6287,São Paulo,140,3,3,1,1,true,true,136000,25600,1800,277800
6288,Belo Horizonte,80,3,2,1,7,true,true,200000,15200,2700,299900
6289,São Paulo,50,1,1,0,-,true,true,115000,5000,1800,121800
6290,São Paulo,108,3,2,2,12,true,true,290000,20200,3700,403900
6291,São Paulo,60,3,1,1,15,true,true,220000,400,3100,279100
6292,São Paulo,30,1,1,1,14,true,true,350000,10000,4500,410500
6293,São Paulo,110,3,3,2,2,true,true,380000,19200,4900,504100
6294,Rio de Janeiro,70,2,1,1,5,true,true,110000,8400,1500,204200
6295,São Paulo,360,3,5,4,22,true,true,363500,164400,4700,765600
6296,Campinas,348,3,3,3,-,true,true,600000,35000,9100,644100
6297,São Paulo,270,3,4,3,10,true,true,790000,179200,10100,1360000
6298,Rio de Janeiro,86,2,2,1,1,true,true,550000,37500,7100,744600
6299,São Paulo,100,3,4,2,6,true,true,300000,47000,3900,488900
6300,São Paulo,30,1,1,1,10,true,true,185000,0,2400,244800
6301,São Paulo,146,3,4,3,20,true,true,1000000,66700,12700,1233000
6302,Belo Horizonte,100,3,3,1,1,true,true,160000,12000,2200,209200
6303,Rio de Janeiro,185,3,2,1,3,true,true,690000,0,8900,947700
6304,São Paulo,300,3,5,2,7,true,true,460000,60900,7000,527900
6305,São Paulo,120,3,4,0,-,true,true,320000,22600,4100,371700
6306,São Paulo,195,3,3,2,-,true,true,299000,33000,4500,336500
6307,São Paulo,110,1,3,2,6,true,true,800000,41700,10200,1002000
6308,São Paulo,210,3,3,3,17,true,true,700000,71700,8900,1011000
6309,Campinas,400,4,6,3,-,true,true,680000,70000,10300,880300
6310,Belo Horizonte,42,2,1,1,4,true,true,69000,6300,1000,93800
6311,Belo Horizonte,180,3,1,0,-,true,true,340000,36700,5600,382300
6312,Campinas,329,4,2,2,9,true,true,630000,42000,8000,884000
6313,São Paulo,44,1,1,0,1,true,true,140000,0,1800,151800
6314,Belo Horizonte,28,1,1,1,-,true,true,125000,0,1700,181700
6315,Rio de Janeiro,90,3,2,1,2,true,true,380000,31000,4900,515900
6316,São Paulo,90,2,1,0,2,true,true,215000,21200,2800,301200
6317,São Paulo,200,2,1,0,-,true,true,280000,29100,4300,313400
6318,Porto Alegre,240,3,4,3,-,true,true,600000,18400,10700,629100
6319,Porto Alegre,55,2,1,0,19,true,true,120000,8400,1800,180200
6320,Belo Horizonte,90,3,2,0,8,true,true,420000,15000,5600,503600
6321,São Paulo,85,3,1,2,6,true,true,190000,27000,2500,315000
6322,São Paulo,255,4,4,3,13,true,true,1190000,0,15100,1205000
6323,São Paulo,280,5,2,1,-,true,true,800000,0,12100,812100
6324,Rio de Janeiro,32,1,1,0,8,true,true,140000,6600,1900,205900
6325,Belo Horizonte,29,1,1,0,1,true,true,110000,800,1500,112300
6326,São Paulo,48,1,1,1,15,true,true,300000,14200,3900,366800
6327,Campinas,170,3,2,2,-,true,true,230000,9800,3500,243300
6328,Belo Horizonte,45,1,1,1,3,true,true,300000,0,4000,334000
6329,Campinas,341,4,6,4,-,true,true,1300000,60800,19600,1446000
6330,Porto Alegre,80,2,2,0,-,true,true,163800,0,1900,198700
6331,Rio de Janeiro,153,3,2,1,2,true,true,255000,15700,3300,424000
6332,Rio de Janeiro,120,3,2,1,2,true,true,220000,0,2900,348900
6333,São Paulo,33,1,1,0,3,true,true,165000,0,2100,202100
6334,São Paulo,180,4,4,2,10,true,true,550000,50700,7000,797700
6335,Campinas,84,3,1,1,3,true,true,120000,14700,1600,231300
6336,São Paulo,73,3,2,1,12,true,true,270000,17100,3500,382900
6337,São Paulo,50,1,2,1,9,true,true,300000,21000,3900,409900
6338,São Paulo,40,1,1,1,5,true,true,432000,18100,5500,515900
6339,São Paulo,216,3,4,4,7,true,true,1500000,90000,19100,1839000
6340,São Paulo,44,1,1,1,8,true,true,230000,7000,3000,288000
6341,Belo Horizonte,120,3,2,2,1,true,true,170000,33100,2300,237200
6342,Porto Alegre,150,3,3,2,10,true,true,890000,25000,13000,1058000
6343,São Paulo,136,3,2,3,12,true,true,250000,32500,3200,425700
6344,Porto Alegre,54,1,1,0,2,true,true,100000,2500,1500,144000
6345,São Paulo,100,2,1,1,5,true,true,380000,23400,4900,548300
6346,São Paulo,50,2,1,1,1,true,true,120000,0,1600,171200
6347,Campinas,60,2,1,0,-,true,true,80000,13800,1300,95100
6348,Rio de Janeiro,125,3,2,1,5,true,true,350000,29500,4600,530100
6349,Rio de Janeiro,28,1,1,0,1,true,true,187000,0,2500,234500
6350,Porto Alegre,78,2,1,0,3,true,true,148000,3200,2200,181400
6351,Porto Alegre,46,1,1,0,6,true,true,85000,2700,1300,123500
6352,São Paulo,35,1,1,1,8,true,true,289600,7800,3700,360400
6353,São Paulo,104,3,2,2,2,true,true,420000,43200,5400,618600
6354,São Paulo,215,3,3,2,1,true,true,1500000,83400,19100,1903000
6355,Campinas,100,3,2,2,-,true,true,225000,1500,3400,229900
6356,Belo Horizonte,30,1,1,1,-,true,true,70500,0,1000,71500
6357,Porto Alegre,43,1,1,0,3,true,true,150000,2500,2200,179700
6358,São Paulo,234,3,4,3,13,true,true,700000,8400,8900,957300
6359,São Paulo,37,1,1,0,4,true,true,173000,14200,2200,321400
6360,São Paulo,50,2,1,0,1,true,true,200000,4200,2600,212200
6361,Rio de Janeiro,71,2,2,1,12,true,true,350000,19000,4600,490600
6362,São Paulo,118,3,3,2,17,true,true,389000,35600,5000,529600
6363,Campinas,122,3,2,1,4,true,true,175000,11700,2300,214000
6364,Rio de Janeiro,58,2,2,1,3,true,true,120000,4400,1600,200500
6365,São Paulo,270,3,3,2,-,true,true,980000,0,14800,994800
6366,Porto Alegre,90,3,2,2,9,true,true,250000,20200,3700,390200
6367,São Paulo,400,4,3,3,-,true,true,800000,125000,12100,937100
6368,Campinas,155,3,3,2,-,true,true,550000,1500,8300,655800
6369,Rio de Janeiro,85,2,1,0,8,true,true,297500,13400,3900,464800
6370,São Paulo,280,4,4,4,1,true,true,1200000,166700,17200,1744000
6371,Rio de Janeiro,30,1,1,0,8,true,true,200000,4500,2600,257100
6372,São Paulo,54,1,2,0,7,true,true,350000,0,4500,393500
6373,Porto Alegre,25,1,1,0,8,true,true,75000,2700,1100,106500
6374,Belo Horizonte,176,4,2,2,-,true,true,450000,22600,7400,480000
6375,São Paulo,570,4,6,4,-,true,true,1050000,183400,15800,1249000
6376,Belo Horizonte,95,2,2,1,10,true,true,160000,17000,2200,252700
6377,São Paulo,30,1,1,0,4,true,true,115300,0,400,140700
6378,São Paulo,250,3,4,3,-,true,true,357100,43000,5400,405500
6379,São Paulo,98,3,3,2,-,true,true,250000,0,3800,253800
6380,Belo Horizonte,68,2,2,2,3,true,true,80000,5900,1100,103800
6381,São Paulo,83,3,2,2,7,true,true,369000,31700,4700,485800
6382,Belo Horizonte,70,2,2,2,6,true,true,225000,21100,3000,311600
6383,Belo Horizonte,50,2,1,1,3,true,true,100000,2800,1400,121200
6384,São Paulo,480,4,5,3,-,true,true,410000,170000,6200,806200
6385,São Paulo,250,3,2,8,-,true,true,1000000,0,15100,1015000
6386,São Paulo,191,4,3,3,13,true,true,950000,120000,12100,1362000
6387,São Paulo,140,3,3,3,7,true,true,800000,80000,10200,1110000
6388,São Paulo,49,1,1,1,5,true,true,260000,13400,3300,305100
6389,Belo Horizonte,362,5,4,4,15,true,true,790000,150400,10600,1091000
6390,Rio de Janeiro,61,2,1,0,3,true,true,129700,2100,1700,197500
6391,Porto Alegre,156,3,2,1,-,true,true,161500,11000,2900,175400
6392,São Paulo,179,3,2,1,3,true,true,540000,35900,6900,728500
6393,Rio de Janeiro,120,3,3,2,5,true,true,280000,15000,3700,408700
6394,Belo Horizonte,200,4,2,2,-,true,true,1200000,23300,19700,1243000
6395,São Paulo,185,3,3,3,20,true,true,560000,90700,7100,924800
6396,São Paulo,120,2,2,0,1,true,true,360000,12000,4600,406600
6397,São Paulo,50,2,1,1,13,true,true,171500,1200,2200,215600
6398,Belo Horizonte,400,3,3,2,-,true,true,480000,0,7900,487900
6399,São Paulo,240,3,4,2,-,true,true,820000,62500,12400,895000
6400,São Paulo,60,2,1,1,13,true,true,152000,8000,2000,217000
6401,São Paulo,100,2,1,3,-,true,true,270000,37800,4100,311900
6402,São Paulo,250,4,4,3,-,true,true,750000,41700,11300,803000
6403,Porto Alegre,100,4,2,1,2,true,true,182000,16700,2700,276400
6404,Rio de Janeiro,72,1,2,1,6,true,true,200000,0,2600,260600
6405,Rio de Janeiro,70,2,1,0,2,true,true,200000,700,2600,228300
6406,São Paulo,16,1,1,0,2,true,true,270000,500,3500,274000
6407,São Paulo,98,3,2,2,10,true,true,450000,0,5800,545800
6408,São Paulo,170,3,3,1,6,true,true,206000,20000,2700,358700
6409,São Paulo,45,2,1,0,-,true,true,145000,4300,2200,158500
6410,São Paulo,90,2,2,1,7,true,true,550000,14200,7000,647200
6411,São Paulo,30,1,1,1,11,true,true,257000,0,800,307800
6412,São Paulo,140,3,3,2,3,true,true,490500,5900,6300,737700
6413,São Paulo,90,2,2,2,2,true,true,364000,34200,4700,525900
6414,Belo Horizonte,62,2,2,0,1,true,true,130000,0,1800,131800
6415,Rio de Janeiro,80,2,2,0,6,true,true,250000,0,3300,318300
6416,São Paulo,40,1,1,0,-,true,true,75000,0,1200,76200
6417,Rio de Janeiro,65,1,1,0,-,true,true,180000,3000,2400,215400
6418,São Paulo,300,3,2,1,-,true,true,390000,53800,5900,449700
6419,São Paulo,340,4,4,3,-,true,true,1000000,108400,15100,1124000
6420,São Paulo,72,2,2,1,6,true,true,527000,33400,6700,677100
6421,São Paulo,250,4,3,3,-,true,true,1300000,95000,19600,1415000
6422,Rio de Janeiro,100,2,2,3,12,true,true,347800,18000,4500,517300
6423,São Paulo,45,1,1,1,1,true,true,552000,0,7000,859000
6424,Porto Alegre,98,3,1,0,1,true,true,1275000,5000,18700,1323000
6425,Belo Horizonte,164,3,2,2,-,true,true,320000,13100,5300,338400
6426,São Paulo,250,3,3,4,-,true,true,650000,30900,9800,715700
6427,Rio de Janeiro,28,1,1,0,3,true,true,118900,0,1600,181400
6428,Rio de Janeiro,60,2,1,0,11,true,true,165000,0,2200,227200
6429,São Paulo,105,3,3,2,4,true,true,272000,41700,3500,455200
6430,São Paulo,220,2,4,3,26,true,true,1296000,83400,16500,1596000
6431,Rio de Janeiro,250,5,3,1,-,true,true,400000,10000,6100,466100
6432,São Paulo,171,3,3,1,13,true,true,510000,25900,6500,781900
6433,Rio de Janeiro,156,4,3,2,4,true,true,390000,60000,5100,590100
6434,São Paulo,150,3,5,3,-,true,true,450000,18900,6800,475700
6435,Belo Horizonte,75,3,2,1,3,true,true,150000,5000,2000,207000
6436,São Paulo,254,3,5,4,18,true,true,1000000,99000,12700,1312000
6437,São Paulo,68,1,2,1,6,true,true,900000,53200,11500,1195000
6438,São Paulo,55,2,1,0,5,true,true,152800,0,2000,188500
6439,Porto Alegre,40,1,1,0,10,true,true,80000,1900,1200,103100
6440,São Paulo,230,2,3,1,1,true,true,1200000,45000,15300,1560000
6441,Porto Alegre,70,2,2,0,3,true,true,199500,8000,3000,250500
6442,São Paulo,170,4,5,2,-,true,true,370000,0,5600,375600
6443,Porto Alegre,40,1,1,1,1,true,true,105000,6700,1600,153500
6444,São Paulo,45,1,1,1,1,true,true,552000,0,7000,859000
6445,São Paulo,270,3,4,3,4,true,true,750000,147100,9600,1277000
6446,Campinas,54,2,1,1,10,true,true,150000,2300,2000,186300
6447,Campinas,291,4,3,2,-,true,true,330000,20800,5000,355800
6448,Belo Horizonte,86,2,1,1,1,true,true,131000,13000,1800,165800
6449,São Paulo,77,2,1,1,5,true,true,220000,0,2800,311400
6450,São Paulo,86,3,2,2,10,true,true,290000,19000,3700,367700
6451,Campinas,200,3,4,2,4,true,true,200000,27500,2600,480100
6452,São Paulo,90,2,2,2,16,true,true,480000,20300,6100,593100
6453,São Paulo,64,2,2,2,12,true,true,340000,16100,4400,439500
6454,Porto Alegre,54,2,1,2,2,true,true,131000,3000,2000,160000
6455,Porto Alegre,387,7,5,3,-,true,true,600000,39400,10700,650100
6456,São Paulo,100,2,3,2,20,true,true,1000000,13800,12700,1135000
6457,São Paulo,50,2,2,1,9,true,true,180000,0,2300,221300
6458,Belo Horizonte,520,3,3,4,20,true,true,1200000,113300,16000,1552000
6459,São Paulo,23,1,1,0,25,true,true,210000,5900,2700,257900
6460,Rio de Janeiro,60,1,1,0,3,true,true,158000,0,2100,212100
6461,São Paulo,96,2,1,1,4,true,true,300000,0,3900,383900
6462,São Paulo,140,3,1,0,-,true,true,270000,16700,4100,290800
6463,Rio de Janeiro,103,3,2,0,4,true,true,275000,20000,3600,379800
6464,São Paulo,148,4,4,4,10,true,true,200000,40600,2600,501200
6465,São Paulo,172,4,3,1,-,true,true,350000,11400,5300,366700
6466,São Paulo,93,2,3,2,5,true,true,320000,35000,4100,459700
6467,São Paulo,72,2,2,1,4,true,true,230000,20000,3000,322000
6468,Campinas,68,2,1,1,1,true,true,150000,7000,2000,199000
6469,São Paulo,350,4,3,4,-,true,true,400000,20900,6100,427000
6470,Rio de Janeiro,70,2,2,1,1,true,true,350000,22500,4600,472100
6471,São Paulo,400,5,4,3,-,true,true,690000,101700,10400,1062000
6472,Porto Alegre,38,1,1,0,1,true,true,69000,900,1100,99000
6473,São Paulo,107,2,2,1,12,true,true,840000,29300,10700,1010000
6474,São Paulo,38,1,1,0,1,true,true,95000,0,1300,102300
6475,São Paulo,111,3,2,0,7,true,true,250000,26400,3200,416600
6476,São Paulo,140,4,3,2,10,true,true,380000,33400,4900,618300
6477,São Paulo,35,1,1,0,-,true,true,115000,3000,1500,119500
6478,São Paulo,178,3,3,4,12,true,true,1500000,85000,19100,1822000
6479,São Paulo,200,2,2,1,10,true,true,950000,60000,12100,1292000
6480,São Paulo,33,1,1,0,1,true,true,100000,6300,1300,141400
6481,Belo Horizonte,90,3,2,1,2,true,true,160000,14000,2200,206200
6482,Rio de Janeiro,65,2,1,0,1,true,true,160000,6700,2100,224800
6483,São Paulo,320,3,3,8,-,true,true,550000,57200,8300,615500
6484,Porto Alegre,68,2,1,0,2,true,true,132000,2600,2000,152600
6485,Porto Alegre,180,6,2,3,1,true,true,480000,24200,7100,511300
6486,São Paulo,50,2,1,1,-,true,true,130000,6900,2000,138900
6487,São Paulo,137,3,2,1,6,true,true,470000,29300,6000,653300
6488,São Paulo,165,3,2,2,8,true,true,650000,77900,8300,911200
6489,São Paulo,180,2,2,1,15,true,true,535000,0,6800,721800
6490,São Paulo,220,4,4,3,12,true,true,510000,89200,6500,965700
6491,Belo Horizonte,85,2,2,1,1,true,true,280000,0,3800,337900
6492,Rio de Janeiro,37,1,1,0,8,true,true,140000,20900,1900,232800
6493,Porto Alegre,64,2,3,2,2,true,true,275000,11300,4100,330400
6494,Rio de Janeiro,97,2,2,1,7,true,true,440000,33400,5700,656100
6495,Belo Horizonte,90,3,2,1,1,true,true,130000,11500,1800,156800
6496,Rio de Janeiro,130,3,2,1,9,true,true,450000,20900,5800,611700
6497,Campinas,128,4,2,1,7,true,true,340000,5900,4400,440300
6498,São Paulo,58,2,2,1,12,true,true,400000,25600,5100,523500
6499,Belo Horizonte,76,2,1,1,2,true,true,90000,0,1200,111200
6500,São Paulo,220,2,4,2,-,true,true,620000,120000,9400,749400
6501,São Paulo,40,1,1,0,-,true,true,78000,1700,1200,83900
6502,São Paulo,235,3,4,3,2,true,true,255000,100000,3300,558300
6503,Belo Horizonte,45,1,1,0,9,true,true,110000,5500,1500,145500
6504,São Paulo,47,2,1,1,4,true,true,110000,0,1400,169400
6505,Belo Horizonte,471,5,6,3,-,true,true,1400000,129700,23000,1553000
6506,Campinas,50,1,1,0,4,true,true,52000,2300,700,96800
6507,Belo Horizonte,344,3,4,4,16,true,true,1500000,123100,20000,1959000
6508,São Paulo,38,1,1,1,12,true,true,185000,2800,2400,225500
6509,Porto Alegre,42,2,1,0,-,true,true,86000,1300,1600,88900
6510,Belo Horizonte,60,1,1,1,9,true,true,140000,10100,1900,179000
6511,São Paulo,500,4,6,4,-,true,true,1300000,220000,19600,1540000
6512,São Paulo,49,2,1,1,5,true,true,170000,2100,2200,204300
6513,Belo Horizonte,48,2,1,1,3,true,true,90000,9600,1200,112800
6514,São Paulo,45,2,1,0,-,true,true,130000,10900,2000,142900
6515,Porto Alegre,72,2,2,1,2,true,true,120000,6000,1800,184800
6516,Belo Horizonte,400,3,2,1,-,true,true,160000,25800,2700,188500
